date,country,position,streams,track_id,artists,artist_genres,duration,explicit,name
26/04/2018,jp,10,142037,5B03nSG8pLE48jh7kmasuL,['Avicii'],"['pop rap', 'dance pop', 'pop dance', 'edm', 'pop']",201920,FALSE,Levels - Radio Edit
11/05/2017,gb,9,2253035,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
18/05/2017,gb,5,2578521,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
25/05/2017,gb,4,2980937,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
01/06/2017,gb,3,3143992,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
08/06/2017,gb,3,3076443,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
15/06/2017,gb,2,3214864,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
22/06/2017,gb,3,3510524,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
29/06/2017,gb,3,3304935,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
06/07/2017,gb,3,3343643,3B54sVLJ402zGa6Xm4YGNe,"['French Montana', 'Swae Lee']","['pop rap', 'southern hip hop', 'gangster rap', 'melodic rap', 'trap', 'hip hop', 'rap']",233901,TRUE,Unforgettable
